Horodateur,Quel est ton âge ?,Quel est ton niveau scolaire actuel ?,Quelles sont tes matières préférées à l’école ?,Quelles matières aimes-tu le moins ?,Quel type d’activités préfères-tu en dehors de l’école ?,Préfères-tu travailler seul(e) ou en groupe ?,"Aimes-tu les matières scientifiques (maths, physique, chimie) ?","Préfères-tu les matières littéraires (français, histoire, langues) ?","Es-tu intéressé(e) par les arts (musique, dessin, théâtre) ?",Quel est ton style d’apprentissage préféré ?,Aimes-tu résoudre des problèmes ou des énigmes ?,Te sens-tu à l’aise avec les technologies et l’informatique ?,Aimes-tu travailler avec des chiffres et des données ?,Es-tu attiré(e) par les métiers liés à la santé ou au social ?,Quel est ton niveau en langues étrangères ?,Préfères-tu des métiers créatifs ou techniques ?,Aimes-tu la recherche et l’analyse ?,As-tu déjà une idée du métier que tu aimerais faire plus tard ?,Quel type d’environnement de travail te motive le plus ?,Es-tu prêt(e) à suivre des études longues (plus de 3 ans) ?,Quelle importance accordes-tu à la stabilité de l’emploi dans ton choix de carrière ?,Préfères-tu un métier avec beaucoup de contacts humains ?,Quel rôle voudrais-tu avoir dans une équipe ?,Quelles qualités personnelles te décrivent le mieux ?,Comment gères-tu le stress ou les situations difficiles ?,As-tu déjà participé à des projets ou activités extra-scolaires ?,Quelle place accordes-tu à l’innovation et à la créativité dans ton travail ?,Es-tu intéressé(e) par l’entrepreneuriat ou créer ta propre entreprise ?,Quels sont tes objectifs personnels à court terme (1-2 ans) ?,Comment imagines-tu ta vie professionnelle dans 10 ans ?,Champ convenable
06/07/2025 16:20:52,18 ans et plus,Terminale,Histoire-Géographie,"Mathématiques, Langues étrangères","Lecture, Bénévolat / Engagement associatif",En groupe,Un peu,Pas du tout,Non,"Auditif (écoute, explications orales)","Oui, beaucoup",Non,Non,Oui,Intermédiaire,Techniques,Un peu,J’ai quelques idées,Bureau / travail sur ordinateur,Oui,Moyennement importante,Non,Organisateur / planificateur,"Dynamique, Patient(e), Curieux(se)",Je préfère éviter ces situations,Non,Moyennement importante,Pas du tout,Réussir mes examens,Travailler dans un domaine qui me passionne,Divers
06/07/2025 16:25:52,18 ans et plus,Terminale,"Mathématiques, Arts plastiques / Musique, Langues étrangères",Sciences de la vie et de la Terre,"Activités artistiques, Jeux vidéo",Seul(e),Pas du tout,Un peu,Non,Je ne sais pas,"Oui, beaucoup",Non,Oui,Non,Courant / bilingue,Créatifs,Un peu,Pas encore,Travail en extérieur,Non,Très importante,Parfois,Exécutant / spécialiste,"Rigoureux(se), Patient(e)",Je préfère éviter ces situations,"Oui, plusieurs fois",Peu importante,Un peu,Trouver un stage,Continuer à apprendre,Divers
06/07/2025 16:30:52,18 ans et plus,Seconde,"Français, Langues étrangères, Arts plastiques / Musique",Mathématiques,"Lecture, Sports, Activités artistiques",Seul(e),Un peu,Un peu,Un peu,"Kinesthésique (faire, manipuler)",Non,Oui,Oui,Oui,Intermédiaire,Techniques,Non,"Oui, clairement",Bureau / travail sur ordinateur,Non,Très importante,Non,Créatif / innovateur,"Créatif(ve), Dynamique, Rigoureux(se)",Je me sens parfois dépassé(e),Non,Très importante,Pas du tout,Obtenir mon diplôme,Contribuer à la société,Divers
06/07/2025 16:35:52,18 ans et plus,Première,"Langues étrangères, Arts plastiques / Musique, Physique-Chimie",,"Sports, Lecture, Sorties avec des amis",Seul(e),"Oui, beaucoup",Pas du tout,Un peu,"Visuel (images, schémas)","Oui, beaucoup",Oui,Parfois,Non,Intermédiaire,Techniques,Oui,J’ai quelques idées,Travail en extérieur,Non,Très importante,Non,Créatif / innovateur,Rigoureux(se),Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,Pas du tout,Développer mes compétences,Contribuer à la société,Technologie / Technique
06/07/2025 16:40:52,14-15 ans,Post-bac / Université,"Langues étrangères, Mathématiques, Histoire-Géographie","Français, Physique-Chimie","Sports, Bénévolat / Engagement associatif",Seul(e),Pas du tout,"Oui, beaucoup",Non,Je ne sais pas,Parfois,Oui,Parfois,Non,Avancé,Techniques,Un peu,J’ai quelques idées,Bureau / travail sur ordinateur,Oui,Très importante,Parfois,Exécutant / spécialiste,"Rigoureux(se), Dynamique",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Peu importante,"Oui, beaucoup",Réussir mes examens,Contribuer à la société,Divers
06/07/2025 16:45:52,16-17 ans,Terminale,Physique-Chimie,Histoire-Géographie,"Bénévolat / Engagement associatif, Jeux vidéo",En groupe,"Oui, beaucoup",Pas du tout,Oui,"Visuel (images, schémas)","Oui, beaucoup",Moyennement,Non,Non,Intermédiaire,Créatifs,Un peu,J’ai quelques idées,Je ne sais pas,Peut-être,Peu importante,Oui,Exécutant / spécialiste,Curieux(se),Je me sens parfois dépassé(e),Non,Très importante,Un peu,Obtenir mon diplôme,Être entrepreneur,Arts / Création
06/07/2025 16:50:52,16-17 ans,Terminale,"Français, Physique-Chimie",,"Sports, Activités artistiques, Bénévolat / Engagement associatif",Seul(e),Un peu,Pas du tout,Non,"Auditif (écoute, explications orales)",Non,Oui,Oui,Peut-être,Intermédiaire,Techniques,Un peu,J’ai quelques idées,Je ne sais pas,Non,Très importante,Oui,Organisateur / planificateur,"Créatif(ve), Rigoureux(se)",Je reste calme et cherche des solutions,Non,Très importante,Un peu,Trouver un stage,Contribuer à la société,Santé / Social
06/07/2025 16:55:52,16-17 ans,Post-bac / Université,"Mathématiques, Physique-Chimie, Arts plastiques / Musique",Sciences de la vie et de la Terre,Sports,Seul(e),Pas du tout,Un peu,Non,"Visuel (images, schémas)",Non,Oui,Parfois,Oui,Intermédiaire,Créatifs,Un peu,J’ai quelques idées,Travail manuel,Non,Très importante,Oui,Créatif / innovateur,"Patient(e), Curieux(se), Créatif(ve)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Très importante,Pas du tout,Réussir mes examens,Travailler dans un domaine qui me passionne,Communication / Marketing
06/07/2025 17:00:52,16-17 ans,Première,"Sciences de la vie et de la Terre, Mathématiques",Histoire-Géographie,"Bénévolat / Engagement associatif, Lecture, Activités artistiques",Ça dépend des situations,"Oui, beaucoup",Un peu,Non,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Non,Intermédiaire,Techniques,Un peu,"Oui, clairement",Laboratoire / recherche,Non,Moyennement importante,Oui,Créatif / innovateur,Organisé(e),Je préfère éviter ces situations,"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Développer mes compétences,Avoir un poste à responsabilités,Technologie / Technique
06/07/2025 17:05:52,14-15 ans,Première,"Mathématiques, Français","Arts plastiques / Musique, Sciences de la vie et de la Terre","Sports, Lecture",Ça dépend des situations,Un peu,"Oui, beaucoup",Non,Je ne sais pas,Parfois,Oui,Oui,Non,Intermédiaire,Je ne sais pas,Un peu,"Oui, clairement",Laboratoire / recherche,Non,Très importante,Oui,Leader / chef de projet,"Organisé(e), Curieux(se)",Je préfère éviter ces situations,Non,Très importante,Un peu,Développer mes compétences,Contribuer à la société,Divers
06/07/2025 17:10:52,18 ans et plus,Post-bac / Université,Mathématiques,,Activités artistiques,Ça dépend des situations,Un peu,Pas du tout,Oui,Je ne sais pas,Parfois,Moyennement,Oui,Non,Intermédiaire,Créatifs,Oui,J’ai quelques idées,Travail manuel,Peut-être,Moyennement importante,Parfois,Créatif / innovateur,"Dynamique, Curieux(se)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,"Oui, beaucoup",Trouver un stage,Continuer à apprendre,Arts / Création
06/07/2025 17:15:52,18 ans et plus,Terminale,Histoire-Géographie,"Arts plastiques / Musique, Français",Sorties avec des amis,Seul(e),Pas du tout,Pas du tout,Un peu,"Kinesthésique (faire, manipuler)",Parfois,Moyennement,Non,Non,Débutant,Créatifs,Non,J’ai quelques idées,Travail manuel,Peut-être,Moyennement importante,Parfois,Créatif / innovateur,"Curieux(se), Patient(e), Dynamique",Je préfère éviter ces situations,Non,Moyennement importante,Pas du tout,Obtenir mon diplôme,Avoir un poste à responsabilités,Divers
06/07/2025 17:20:52,16-17 ans,Post-bac / Université,"Mathématiques, Français, Langues étrangères",Sciences de la vie et de la Terre,"Sports, Lecture, Bénévolat / Engagement associatif",Ça dépend des situations,Un peu,Un peu,Non,Je ne sais pas,"Oui, beaucoup",Oui,Oui,Non,Intermédiaire,Techniques,Un peu,"Oui, clairement",Je ne sais pas,Oui,Peu importante,Parfois,Je ne sais pas,Rigoureux(se),Je reste calme et cherche des solutions,"Oui, une fois ou deux",Peu importante,"Oui, beaucoup",Réussir mes examens,Avoir un poste à responsabilités,Divers
06/07/2025 17:25:52,16-17 ans,Seconde,"Sciences de la vie et de la Terre, Langues étrangères","Mathématiques, Physique-Chimie","Jeux vidéo, Lecture",Ça dépend des situations,Un peu,Pas du tout,Non,"Kinesthésique (faire, manipuler)",Parfois,Non,Parfois,Non,Intermédiaire,Créatifs,Oui,"Oui, clairement",Travail en extérieur,Peut-être,Moyennement importante,Parfois,Exécutant / spécialiste,"Dynamique, Rigoureux(se), Créatif(ve)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,Un peu,Créer un projet personnel,Continuer à apprendre,Divers
06/07/2025 17:30:52,16-17 ans,Première,Langues étrangères,Mathématiques,"Bénévolat / Engagement associatif, Sorties avec des amis",Seul(e),"Oui, beaucoup",Pas du tout,Un peu,"Visuel (images, schémas)",Parfois,Non,Parfois,Non,Avancé,Créatifs,Oui,"Oui, clairement",Bureau / travail sur ordinateur,Non,Très importante,Non,Je ne sais pas,"Patient(e), Dynamique, Rigoureux(se)",Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,Un peu,Obtenir mon diplôme,Contribuer à la société,Divers
06/07/2025 17:35:52,Moins de 14 ans,Post-bac / Université,"Sciences de la vie et de la Terre, Français, Arts plastiques / Musique","Physique-Chimie, Mathématiques","Jeux vidéo, Lecture, Activités artistiques",Ça dépend des situations,Pas du tout,Un peu,Non,"Visuel (images, schémas)","Oui, beaucoup",Non,Parfois,Non,Courant / bilingue,Techniques,Non,J’ai quelques idées,Bureau / travail sur ordinateur,Non,Très importante,Oui,Créatif / innovateur,Patient(e),Je me sens parfois dépassé(e),"Oui, plusieurs fois",Moyennement importante,Un peu,Créer un projet personnel,Continuer à apprendre,Santé / Social
06/07/2025 17:40:52,Moins de 14 ans,Post-bac / Université,Arts plastiques / Musique,,"Sports, Lecture, Jeux vidéo",En groupe,"Oui, beaucoup","Oui, beaucoup",Un peu,"Auditif (écoute, explications orales)",Parfois,Non,Oui,Non,Intermédiaire,Créatifs,Oui,J’ai quelques idées,Laboratoire / recherche,Oui,Moyennement importante,Oui,Je ne sais pas,"Curieux(se), Patient(e)",Je me sens parfois dépassé(e),Non,Très importante,Pas du tout,Développer mes compétences,Travailler dans un domaine qui me passionne,Lettres / Sciences Humaines
06/07/2025 17:45:52,Moins de 14 ans,Terminale,"Sciences de la vie et de la Terre, Physique-Chimie",,"Activités artistiques, Sorties avec des amis, Bénévolat / Engagement associatif",Ça dépend des situations,Un peu,Un peu,Non,"Kinesthésique (faire, manipuler)",Parfois,Oui,Non,Oui,Avancé,Créatifs,Non,J’ai quelques idées,Travail en extérieur,Non,Moyennement importante,Non,Exécutant / spécialiste,Curieux(se),Je reste calme et cherche des solutions,"Oui, plusieurs fois",Très importante,Un peu,Trouver un stage,Contribuer à la société,Divers
06/07/2025 17:50:52,18 ans et plus,Première,"Physique-Chimie, Sciences de la vie et de la Terre","Langues étrangères, Mathématiques",Jeux vidéo,En groupe,Un peu,Pas du tout,Un peu,"Auditif (écoute, explications orales)","Oui, beaucoup",Moyennement,Parfois,Non,Courant / bilingue,Créatifs,Un peu,"Oui, clairement",Laboratoire / recherche,Non,Très importante,Parfois,Leader / chef de projet,"Dynamique, Curieux(se)",Je reste calme et cherche des solutions,"Oui, plusieurs fois",Moyennement importante,"Oui, beaucoup",Réussir mes examens,Être entrepreneur,Divers
06/07/2025 17:55:52,14-15 ans,Seconde,"Sciences de la vie et de la Terre, Mathématiques, Histoire-Géographie","Arts plastiques / Musique, Physique-Chimie","Sorties avec des amis, Lecture, Jeux vidéo",En groupe,Un peu,Pas du tout,Non,Je ne sais pas,"Oui, beaucoup",Oui,Parfois,Oui,Courant / bilingue,Créatifs,Non,"Oui, clairement",Bureau / travail sur ordinateur,Peut-être,Peu importante,Non,Leader / chef de projet,Dynamique,Je me sens parfois dépassé(e),Non,Très importante,Pas du tout,Développer mes compétences,Continuer à apprendre,Divers
06/07/2025 18:00:52,18 ans et plus,Terminale,"Français, Mathématiques, Sciences de la vie et de la Terre","Arts plastiques / Musique, Histoire-Géographie",Bénévolat / Engagement associatif,Ça dépend des situations,"Oui, beaucoup",Un peu,Non,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Non,Non,Intermédiaire,Créatifs,Un peu,"Oui, clairement",Laboratoire / recherche,Peut-être,Moyennement importante,Parfois,Organisateur / planificateur,"Curieux(se), Créatif(ve), Rigoureux(se)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Pas du tout,Réussir mes examens,Avoir un poste à responsabilités,Divers
06/07/2025 18:05:52,18 ans et plus,Première,Physique-Chimie,,"Activités artistiques, Sorties avec des amis",En groupe,"Oui, beaucoup",Un peu,Non,"Visuel (images, schémas)",Parfois,Oui,Oui,Non,Intermédiaire,Créatifs,Non,"Oui, clairement",Laboratoire / recherche,Peut-être,Moyennement importante,Non,Organisateur / planificateur,"Patient(e), Organisé(e)",Je préfère éviter ces situations,"Oui, une fois ou deux",Moyennement importante,Pas du tout,Obtenir mon diplôme,Continuer à apprendre,Divers
06/07/2025 18:10:52,18 ans et plus,Première,"Histoire-Géographie, Français",,"Sorties avec des amis, Jeux vidéo",Ça dépend des situations,Un peu,"Oui, beaucoup",Non,"Visuel (images, schémas)","Oui, beaucoup",Oui,Oui,Non,Débutant,Techniques,Non,J’ai quelques idées,Travail manuel,Peut-être,Très importante,Non,Leader / chef de projet,"Dynamique, Curieux(se), Créatif(ve)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Pas du tout,Trouver un stage,Être entrepreneur,Divers
06/07/2025 18:15:52,18 ans et plus,Seconde,"Français, Mathématiques",Sciences de la vie et de la Terre,"Bénévolat / Engagement associatif, Jeux vidéo",En groupe,Pas du tout,"Oui, beaucoup",Un peu,Je ne sais pas,Non,Moyennement,Oui,Oui,Avancé,Techniques,Non,"Oui, clairement",Je ne sais pas,Non,Très importante,Oui,Leader / chef de projet,Rigoureux(se),Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Un peu,Créer un projet personnel,Travailler dans un domaine qui me passionne,Santé / Social
06/07/2025 18:20:52,18 ans et plus,Première,Français,"Histoire-Géographie, Langues étrangères","Sorties avec des amis, Bénévolat / Engagement associatif",Seul(e),"Oui, beaucoup","Oui, beaucoup",Un peu,"Auditif (écoute, explications orales)",Non,Oui,Parfois,Non,Avancé,Techniques,Oui,Pas encore,Bureau / travail sur ordinateur,Peut-être,Moyennement importante,Parfois,Je ne sais pas,"Curieux(se), Dynamique",Je préfère éviter ces situations,"Oui, une fois ou deux",Moyennement importante,Un peu,Créer un projet personnel,Contribuer à la société,Technologie / Technique
06/07/2025 18:25:52,18 ans et plus,Terminale,Français,Arts plastiques / Musique,"Sorties avec des amis, Lecture, Sports",En groupe,Pas du tout,Un peu,Oui,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Oui,Non,Courant / bilingue,Les deux,Un peu,J’ai quelques idées,Je ne sais pas,Oui,Très importante,Parfois,Leader / chef de projet,Patient(e),Je reste calme et cherche des solutions,"Oui, une fois ou deux",Très importante,Pas du tout,Obtenir mon diplôme,Avoir un poste à responsabilités,Arts / Création
06/07/2025 18:30:52,16-17 ans,Seconde,"Sciences de la vie et de la Terre, Mathématiques",Histoire-Géographie,"Lecture, Sorties avec des amis",Ça dépend des situations,"Oui, beaucoup","Oui, beaucoup",Un peu,"Auditif (écoute, explications orales)","Oui, beaucoup",Oui,Non,Non,Intermédiaire,Techniques,Non,Pas encore,Travail en extérieur,Oui,Très importante,Oui,Je ne sais pas,"Patient(e), Rigoureux(se)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,"Oui, beaucoup",Trouver un stage,Avoir un poste à responsabilités,Informatique / Ingénierie
06/07/2025 18:35:52,16-17 ans,Première,"Histoire-Géographie, Arts plastiques / Musique, Français",Sciences de la vie et de la Terre,Jeux vidéo,Seul(e),"Oui, beaucoup","Oui, beaucoup",Un peu,"Kinesthésique (faire, manipuler)","Oui, beaucoup",Oui,Parfois,Peut-être,Intermédiaire,Créatifs,Un peu,Pas encore,Travail manuel,Oui,Très importante,Parfois,Exécutant / spécialiste,"Dynamique, Patient(e)",Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,Pas du tout,Réussir mes examens,Contribuer à la société,Lettres / Sciences Humaines
06/07/2025 18:40:52,18 ans et plus,Post-bac / Université,Langues étrangères,"Français, Arts plastiques / Musique","Activités artistiques, Sorties avec des amis",Seul(e),Un peu,Pas du tout,Non,"Kinesthésique (faire, manipuler)",Parfois,Oui,Oui,Peut-être,Avancé,Techniques,Oui,Pas encore,Bureau / travail sur ordinateur,Oui,Moyennement importante,Oui,Créatif / innovateur,Curieux(se),Je reste calme et cherche des solutions,"Oui, une fois ou deux",Peu importante,Un peu,Réussir mes examens,Travailler dans un domaine qui me passionne,Recherche / Sciences
06/07/2025 18:45:52,16-17 ans,Seconde,"Arts plastiques / Musique, Physique-Chimie",,Activités artistiques,Seul(e),"Oui, beaucoup",Un peu,Un peu,Je ne sais pas,"Oui, beaucoup",Moyennement,Oui,Non,Avancé,Créatifs,Un peu,Pas encore,Travail en extérieur,Oui,Moyennement importante,Parfois,Exécutant / spécialiste,Rigoureux(se),Je me sens parfois dépassé(e),"Oui, plusieurs fois",Très importante,"Oui, beaucoup",Développer mes compétences,Être entrepreneur,Divers
06/07/2025 18:50:52,16-17 ans,Terminale,"Mathématiques, Sciences de la vie et de la Terre, Arts plastiques / Musique",,Lecture,En groupe,Pas du tout,Un peu,Non,"Kinesthésique (faire, manipuler)",Non,Oui,Non,Non,Intermédiaire,Créatifs,Non,Pas encore,Travail en extérieur,Peut-être,Peu importante,Oui,Leader / chef de projet,"Dynamique, Organisé(e), Rigoureux(se)",Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Un peu,Trouver un stage,Contribuer à la société,Communication / Marketing
06/07/2025 18:55:52,18 ans et plus,Post-bac / Université,Arts plastiques / Musique,"Mathématiques, Français","Bénévolat / Engagement associatif, Jeux vidéo, Lecture",Ça dépend des situations,"Oui, beaucoup",Pas du tout,Non,Je ne sais pas,Parfois,Moyennement,Parfois,Peut-être,Intermédiaire,Créatifs,Un peu,"Oui, clairement",Travail manuel,Oui,Très importante,Parfois,Créatif / innovateur,"Rigoureux(se), Patient(e)",Je préfère éviter ces situations,"Oui, plusieurs fois",Peu importante,"Oui, beaucoup",Développer mes compétences,Contribuer à la société,Divers
06/07/2025 19:00:52,16-17 ans,Seconde,"Histoire-Géographie, Mathématiques, Arts plastiques / Musique",Langues étrangères,Sports,En groupe,Pas du tout,Pas du tout,Oui,Je ne sais pas,"Oui, beaucoup",Oui,Oui,Peut-être,Intermédiaire,Créatifs,Oui,Pas encore,Laboratoire / recherche,Non,Moyennement importante,Parfois,Organisateur / planificateur,Curieux(se),Je reste calme et cherche des solutions,"Oui, plusieurs fois",Très importante,Un peu,Créer un projet personnel,Continuer à apprendre,Arts / Création
06/07/2025 19:05:52,14-15 ans,Première,"Langues étrangères, Mathématiques, Arts plastiques / Musique",,Lecture,Ça dépend des situations,"Oui, beaucoup",Pas du tout,Un peu,"Visuel (images, schémas)",Non,Moyennement,Oui,Non,Intermédiaire,Créatifs,Un peu,Pas encore,Travail manuel,Non,Peu importante,Oui,Exécutant / spécialiste,Créatif(ve),Je préfère éviter ces situations,"Oui, plusieurs fois",Moyennement importante,Pas du tout,Créer un projet personnel,Continuer à apprendre,Communication / Marketing
